Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707084000.0 136.9 NA 223 196 341 216 NA NA 397 352 493 288 NA NA 6212 963 1162 829 NA NA 8657 1190 1344 1035 NA
1707084000.0 138.1 NA 310 156 0 NA NA NA 489 251 0 NA NA NA 892 234 263 NA NA NA 689 288 371 NA NA
1707084000.0 138.2 NA 309 156 0 NA NA NA 482 258 0 NA NA NA 898 244 262 NA NA NA 655 424 357 NA NA
1707084000.0 138.3 NA 59 504 0 NA NA NA 130 690 0 NA NA NA 63 39270 334 NA NA NA 272 16286 627 NA NA
1707084000.0 138.4 NA 402 0 NA NA NA NA 583 0 NA NA NA NA 1284 334 NA NA NA NA 1269 500 NA NA NA
1707084000.0 140.202 NA 275 NA NA NA NA NA 374 NA NA NA NA NA 1770 NA NA NA NA NA 1318 NA NA NA NA
1707084000.0 140.51 NA 100 276 0 NA NA NA 160 405 0 NA NA NA 345 1171 230 NA NA NA 403 1074 344 NA NA
1707084000.0 140.54 NA 413 0 NA NA NA NA 630 0 NA NA NA NA 1674 251 NA NA NA NA 1845 325 NA NA NA
1707084000.0 140.5611 NA 235 0 NA NA NA NA 366 0 NA NA NA NA 2009 160 NA NA NA NA 1349 614 NA NA NA
1707084000.0 140.57 NA 538 0 NA NA NA NA 769 0 NA NA NA NA 2008 307 NA NA NA NA 1315 413 NA NA NA
1707084000.0 140.6 NA 103 414 0 NA NA NA 158 614 0 NA NA NA 102 810 281 NA NA NA 182 790 397 NA NA
1707084000.0 140.61 NA 422 0 NA NA NA NA 601 0 NA NA NA NA 1565 287 NA NA NA NA 1046 389 NA NA NA
1707084000.0 144.6 NA 371 NA NA NA NA NA 509 NA NA NA NA NA 2518 NA NA NA NA NA 3247 NA NA NA NA
